STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,wst_oper,Waste management operations,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2017,,493,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2018,,502,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2019,,503,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2020,,487,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2021,,495,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2022,,486,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2000,,365,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2001,,378,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2002,,405,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2003,,389,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2004,,373,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2005,,387,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2006,,405,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2007,,419,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2008,,428,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2009,,381,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2010,,404,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2011,,442,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2012,,445,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2013,,432,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2014,,432,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2015,,447,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2016,,442,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2017,,453,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2018,,461,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2019,,469,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2020,,480,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2021,,479,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2022,,465,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LT,Lithuania,2023,,446,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2000,,654,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2001,,646,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2002,,653,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2003,,678,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2004,,679,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2005,,672,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2006,,683,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2007,,695,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2008,,697,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2009,,679,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2010,,679,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2011,,666,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2012,,652,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2013,,616,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2014,,626,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2015,,607,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2016,,815,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2017,,798,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2018,,803,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2019,,791,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2020,,790,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2021,,793,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2022,,721,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LU,Luxembourg,2023,,712,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2000,,271,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2001,,305,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2002,,343,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2003,,304,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2004,,318,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2005,,320,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2006,,343,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2007,,391,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2008,,345,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2009,,352,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2010,,324,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2011,,350,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2012,,323,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2013,,350,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2014,,364,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2015,,404,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2016,,410,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2017,,411,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2018,,407,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2019,,439,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2020,,478,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2021,,461,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,LV,Latvia,2022,,464,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,ME,Montenegro,2011,,525,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,ME,Montenegro,2012,,496,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,ME,Montenegro,2013,,499,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,ME,Montenegro,2014,,479,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,ME,Montenegro,2015,,498,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,ME,Montenegro,2016,,493,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,ME,Montenegro,2017,,490,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,ME,Montenegro,2018,,516,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,ME,Montenegro,2019,,545,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,ME,Montenegro,2020,,486,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,ME,Montenegro,2021,,515,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,ME,Montenegro,2022,,537,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,ME,Montenegro,2023,,573,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MK,North Macedonia,2008,,349,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MK,North Macedonia,2009,,354,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MK,North Macedonia,2010,,351,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MK,North Macedonia,2011,,357,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MK,North Macedonia,2012,,381,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MK,North Macedonia,2013,,384,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MK,North Macedonia,2014,,370,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MK,North Macedonia,2015,,380,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MK,North Macedonia,2018,,412,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MK,North Macedonia,2019,,441,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MK,North Macedonia,2020,,441,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MK,North Macedonia,2021,,459,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MK,North Macedonia,2022,,467,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2000,,533,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2001,,540,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2002,,541,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2003,,580,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2004,,633,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2005,,625,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2006,,667,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2007,,677,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2008,,688,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2009,,671,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2010,,623,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2011,,622,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2012,,612,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2013,,604,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2014,,629,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2015,,643,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2016,,643,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2017,,667,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2018,,673,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2019,,697,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2020,,642,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2021,,611,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2022,,618,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,MT,Malta,2023,,606,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2000,,598,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2001,,595,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2002,,600,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2003,,586,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2004,,599,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2005,,599,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2006,,597,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2007,,606,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2008,,600,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2009,,589,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2010,,571,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2011,,568,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2012,,549,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2013,,526,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2014,,527,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2015,,523,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2016,,520,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2017,,513,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2018,,511,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2019,,508,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2020,,533,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2021,,514,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2022,,473,,p,provisional,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NL,Netherlands,2023,,468,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2000,,613,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2001,,361,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2002,,392,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2003,,402,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2004,,414,,,,,
