STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,airpol,Air pollutants and greenhouse gases,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2013,,15012.8055,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2014,,14013.51417,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2015,,14513.15274,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2016,,15344.65044,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2017,,15101.90034,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2018,,15143.96464,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2019,,14518.35322,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2020,,12752.81721,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2021,,14096.25576,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2022,,12912.99554,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2023,,12481.46461,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2008,,14967.71081,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2009,,12551.94589,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2010,,16047.57668,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2011,,15806.95058,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2012,,14918.12031,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2013,,16336.70837,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2014,,15694.66848,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2015,,13195.2408,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2016,,14436.19888,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2017,,15279.90568,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2018,,14529.22945,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2019,,10611.66788,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2020,,7940.99232,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2021,,8832.85079,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2022,,9802.40848,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EE,Estonia,2023,,7669.5077,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2008,,11026.33525,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2009,,10360.544,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2010,,9995.88607,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2011,,9627.51987,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2012,,9565.64542,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2013,,8901.45707,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2014,,8711.75247,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2015,,8431.89877,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2016,,8276.63287,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2017,,8837.61886,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2018,,8811.13408,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2019,,8258.87971,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2020,,7262.9263,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2021,,7413.46778,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2022,,7105.00629,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EL,Greece,2023,,6428.93535,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2008,,7379.5666,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2009,,6498.01605,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2010,,6158.8952,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2011,,6275.54577,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2012,,6200.91826,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2013,,5625.69131,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2014,,5690.82477,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2015,,5911.86344,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2016,,5651.51388,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2017,,5934.17574,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2018,,5756.71147,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2019,,5361.49364,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2020,,4566.19169,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2021,,4854.93283,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2022,,5001.0581,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,ES,Spain,2023,,4590.56515,,e,estimated,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2008,,8642.67734,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2009,,7988.13241,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2010,,8004.58619,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2011,,7886.10126,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2012,,7714.35313,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2013,,7483.6627,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2014,,7232.49542,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2015,,7298.92055,,i,value imputed by Eurostat or other receiving agencies,,
