STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,rawmat,Raw materials,stk_flow,Stock or flow,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2006,,347233,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2007,,378252,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2008,,756323,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2009,,802172,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2010,,827595,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2011,,739439,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2012,,860522,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2013,,948157,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2014,,1095922,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2015,,804027,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2016,,899032,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2017,,1059277,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2018,,1232104,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2019,,1192375,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2020,,1347603,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2021,,1537810,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2022,,1490704,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2023,,1559023,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2024,,1504576,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2004,,301753,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2005,,414933,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2006,,522858,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2007,,492818,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2008,,543283,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2009,,341034,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2010,,384213,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2011,,427409,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2012,,530619,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2013,,522887,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2014,,443528,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2015,,334604,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2016,,385588,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2017,,513663,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2018,,494159,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2019,,411241,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2020,,413536,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2021,,455265,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2022,,343383,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2023,,380225,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EE,Estonia,2024,,285184,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2004,,360322,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2005,,512727,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2006,,370993,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2007,,407656,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2008,,368865,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2009,,586414,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2010,,584986,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2011,,556299,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2012,,670324,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2013,,614150,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2014,,695738,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2015,,640313,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2016,,704379,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2017,,850391,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2018,,895533,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2019,,803811,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2020,,818233,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2021,,966510,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2022,,1092832,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2023,,986961,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EL,Greece,2024,,883823,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2004,,714844,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2005,,956930,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2006,,915660,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2007,,1021679,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2008,,1027290,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2009,,1295863,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2010,,1247617,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2011,,1483246,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2012,,2288284,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2013,,2210117,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2014,,2243522,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2015,,2242389,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2016,,2540265,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2017,,2588851,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2018,,2320516,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2019,,2014815,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2020,,1788048,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2021,,2221269,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2022,,2423879,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2023,,2247833,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,ES,Spain,2024,,2284401,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2004,,22520252,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2005,,23361686,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2006,,23576763,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2007,,24322237,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2008,,26945725,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2009,,32540615,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2010,,33400788,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2011,,34842460,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2012,,36590957,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2013,,32856288,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2014,,33887044,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2015,,30635166,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2016,,34979700,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2017,,36555474,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2018,,36942557,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2019,,35625431,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2020,,36738496,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2021,,37607533,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2022,,36436113,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2023,,38884563,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,EU27_2020,European Union - 27 countries (from 2020),2024,,35705419,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2004,,284667,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2005,,284290,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2006,,220038,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2007,,191382,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2008,,304957,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2009,,265559,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2010,,221207,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2011,,201138,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2012,,231017,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2013,,213644,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2014,,274827,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2015,,243665,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2016,,275401,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2017,,286815,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2018,,325366,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2019,,417153,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2020,,570316,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2021,,562529,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2022,,529589,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2023,,601110,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FI,Finland,2024,,588207,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FR,France,2004,,1735390,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,FR,France,2005,,1826749,,,,,
